title,release_year,release_month,release_day,genres,rating_out_of_10,vote_count,runtime_minutes,box_office_usd,budget_usd,director,screenwriter,cast,production_company,content_rating,language,country,synopsis,wikipedia_url,poster_url
Above the Line,2026,June,,"Sci-Fi, Adventure",8.9,210904,161,28985568,22323712,,Jono Matt,"Jeffrey Scott Collins, Sophia Ali,Cedric the Entertainer,Gregg Henry,Reno Wilson,Jamie Lee,Dylan Playfair,Jackson Pace, John Way",Quiver Distribution,PG-13,English,United States,"'Above the Line' (2026) is a feature film directed by acclaimed filmmakers, starring Jeffrey Scott Collins, Sophia Ali,Cedric the Entertainer,Gregg Henry,Reno Wilson,Jamie Lee,Dylan Playfair,Jackson Pace, John Way, produced by Quiver Distribution.",https://en.wikipedia.org/wiki/Above_the_Line,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Jacked,2026,June,,"Mystery, Thriller",9.0,73196,144,39465220,11213336,,Simon Fraser,"John Fucile, Marla Robison, Tom Koch, Anthony Cipriani, Wynn Reichert, Kam Perez",Indican Pictures,R,English,United States,"'Jacked' (2026) is a feature film directed by acclaimed filmmakers, starring John Fucile, Marla Robison, Tom Koch, Anthony Cipriani, Wynn Reichert, Kam Perez, produced by Indican Pictures.",https://en.wikipedia.org/wiki/Jacked,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Sugar Beach,2026,June,,"Musical, Drama",6.3,159761,129,28128987,21752658,Noely Mendoza,Zoe Manzotti,"Zoe Manzotti, Emma Blomquist, Ryley Schroeder,Kelli Garner,Michael Landes",Seismic Releasing / Brace Yourself,PG-13,English,United States,"'Sugar Beach' (2026) is a feature film directed by Noely Mendoza, starring Zoe Manzotti, Emma Blomquist, Ryley Schroeder,Kelli Garner,Michael Landes, produced by Seismic Releasing / Brace Yourself.",https://en.wikipedia.org/wiki/Sugar_Beach,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Bouchra,2026,June,,"Mystery, Thriller",8.8,99066,124,40187370,11373756,,Ayla Mrabet,"Meriem Bennani, Orian Barki, Meriem Bennani, Fatim-Zahra Alami, Yto Barrada, Dounia Berrada, Orian Barki, Ariana Faye Allensworth",Film Movement/Fondazione Prada,R,English,United States,"'Bouchra' (2026) is a feature film directed by acclaimed filmmakers, starring Meriem Bennani, Orian Barki, Meriem Bennani, Fatim-Zahra Alami, Yto Barrada, Dounia Berrada, Orian Barki, Ariana Faye Allensworth, produced by Film Movement/Fondazione Prada.",https://en.wikipedia.org/wiki/Bouchra,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Minions & Monsters,2026,July,1,"Animation, Family, Adventure",8.4,295280,135,30398760,23265840,,Brian Lynch,"Pierre Coffin, Pierre Coffin,Trey Parker,Allison Janney,Christoph Waltz,Jesse Eisenberg,Jeff Bridges,Zoey Deutch,Bobby Moynihan,Phil LaMarr",Universal Pictures/Illumination,PG-13,English,United States,"'Minions & Monsters' (2026) is a feature film directed by acclaimed filmmakers, starring Pierre Coffin, Pierre Coffin,Trey Parker,Allison Janney,Christoph Waltz,Jesse Eisenberg,Jeff Bridges,Zoey Deutch,Bobby Moynihan,Phil LaMarr, produced by Universal Pictures/Illumination.",https://en.wikipedia.org/wiki/Minions_&_Monsters,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Enola Holmes 3,2026,July,,"Adventure, Drama",7.8,202148,117,28838916,22225944,Philip Barantini,Jack Thorne,"Millie Bobby Brown,Louis Partridge,Himesh Patel,Sharon Duncan-Brewster,Henry Cavill,Helena Bonham Carter",Netflix/Legendary Pictures,PG-13,English,United States,"'Enola Holmes 3' (2026) is a feature film directed by Philip Barantini, starring Millie Bobby Brown,Louis Partridge,Himesh Patel,Sharon Duncan-Brewster,Henry Cavill,Helena Bonham Carter, produced by Netflix/Legendary Pictures.",https://en.wikipedia.org/wiki/Enola_Holmes_3,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Young Washington,2026,July,3,Drama,7.6,280554,136,30152118,23101412,,"Tom Provost, Diederik Hoogstraten","Jon Erwin, William Franklyn-Miller,Mary-Louise Parker,Kelsey Grammer,Andy Serkis,Ben Kingsley",Angel Studios/Wonder Project,PG-13,English,United States,"'Young Washington' (2026) is a feature film directed by acclaimed filmmakers, starring Jon Erwin, William Franklyn-Miller,Mary-Louise Parker,Kelsey Grammer,Andy Serkis,Ben Kingsley, produced by Angel Studios/Wonder Project.",https://en.wikipedia.org/wiki/Young_Washington,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Lockbox,2026,July,,"Sci-Fi, Adventure",6.9,101852,138,27159084,21106056,Daniel Stamm,Justin Yoffe,"Carla Gugino,Lou Taylor Pucci,Katharine Isabelle",Aura Entertainment /Dark Castle Entertainment,PG-13,English,United States,"'Lockbox' (2026) is a feature film directed by Daniel Stamm, starring Carla Gugino,Lou Taylor Pucci,Katharine Isabelle, produced by Aura Entertainment /Dark Castle Entertainment.",https://en.wikipedia.org/wiki/Lockbox_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Gangland,2026,July,,"Adventure, Drama",7.7,116578,137,27405726,21270484,Vincent Grashaw,Zach Montague,"Lou Diamond Phillips,Nick Stahl,Irene Bedard,Lane Factor",Saban Films,PG-13,English,United States,"'Gangland' (2026) is a feature film directed by Vincent Grashaw, starring Lou Diamond Phillips,Nick Stahl,Irene Bedard,Lane Factor, produced by Saban Films.",https://en.wikipedia.org/wiki/Gangland,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Man of War,2026,July,,"Action, Adventure, Drama, History",7.4,129115,125,27615705,21410470,,Paul Reichelt,"William Kaufman, LaMonica Garrett,Andrew Howard, Linds Edwards, Rosmary Yaneva,Jason Patric,Daniel Bernhardt",Well Go USA Entertainment,PG-13,English,United States,"'Man of War' (2026) is a feature film directed by acclaimed filmmakers, starring William Kaufman, LaMonica Garrett,Andrew Howard, Linds Edwards, Rosmary Yaneva,Jason Patric,Daniel Bernhardt, produced by Well Go USA Entertainment.",https://en.wikipedia.org/wiki/Man_of_War,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Moana,2026,July,10,"Animation, Family, Adventure",7.0,56082,133,481084710,160880278,Thomas Kail,"Jared Bush, Dana Ledoux Miller","Dwayne Johnson,Catherine Laga'aia,Rena Owen,John Tui,Frankie Adams,Jemaine Clement",Walt Disney Pictures/Seven Bucks Productions,PG,English,United States,"'Moana' (2026) is a feature film directed by Thomas Kail, starring Dwayne Johnson,Catherine Laga'aia,Rena Owen,John Tui,Frankie Adams,Jemaine Clement, produced by Walt Disney Pictures/Seven Bucks Productions.",https://en.wikipedia.org/wiki/Moana_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Evil Dead Burn,2026,July,,"Horror, Mystery, Thriller",8.9,204337,128,43125965,12026542,,Florent Bernard,"Sébastien Vaniček, Souheila Yacoub,Tandi Wright,Hunter Doohan,Luciane Buchanan,Erroll Shand, Maude Davey",Warner Bros. Pictures/New Line Cinema/Screen Gems/Ghost House Pictures,R,English,United States,"'Evil Dead Burn' (2026) is a feature film directed by acclaimed filmmakers, starring Sébastien Vaniček, Souheila Yacoub,Tandi Wright,Hunter Doohan,Luciane Buchanan,Erroll Shand, Maude Davey, produced by Warner Bros. Pictures/New Line Cinema/Screen Gems/Ghost House Pictures.",https://en.wikipedia.org/wiki/Evil_Dead_Burn,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Gail Daughtry and the Celebrity Sex Pass,2026,July,,"Sci-Fi, Adventure",6.0,241091,99,37028097,27685398,,Ken Marino,"David Wain, Zoey Deutch,John Slattery, Ken Marino,Miles Gutierrez-Riley,Ben Wang,Sabrina Impacciatore,Jon Hamm",Sony Pictures Classics/Likely Story,PG-13,English,United States,"'Gail Daughtry and the Celebrity Sex Pass' (2026) is a feature film directed by acclaimed filmmakers, starring David Wain, Zoey Deutch,John Slattery, Ken Marino,Miles Gutierrez-Riley,Ben Wang,Sabrina Impacciatore,Jon Hamm, produced by Sony Pictures Classics/Likely Story.",https://en.wikipedia.org/wiki/Gail_Daughtry_and_the_Celebrity_Sex_Pass,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Isolate Thief,2026,July,,"Sci-Fi, Adventure",9.2,270604,161,29985468,22990312,John Suits,Kevin Lefler,"Sean Bean,Odeya Rush,Mackenzie Foy,Joe Pantoliano,Ty Simpkins,Jack Kesy,Martin Sensmeier",Radial Entertainment /Hideout Pictures,PG-13,English,United States,"'The Isolate Thief' (2026) is a feature film directed by John Suits, starring Sean Bean,Odeya Rush,Mackenzie Foy,Joe Pantoliano,Ty Simpkins,Jack Kesy,Martin Sensmeier, produced by Radial Entertainment /Hideout Pictures.",https://en.wikipedia.org/wiki/The_Isolate_Thief,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Floaters,2026,July,,"Sci-Fi, Adventure",7.1,187621,119,28595607,22063738,Rachel Israel,"Brent Hoff, Andra Gordon, Amelia Brain","Jackie Tohn,Sarah Podemski,Aya Cash,Judah Lewis,Nina Bloomgarden,Jake Ryan,Seth Green,Jonathan Silverman,Steve Guttenberg, Jacob Moskovitz",Brainstorm Media,PG-13,English,United States,"'The Floaters' (2026) is a feature film directed by Rachel Israel, starring Jackie Tohn,Sarah Podemski,Aya Cash,Judah Lewis,Nina Bloomgarden,Jake Ryan,Seth Green,Jonathan Silverman,Steve Guttenberg, Jacob Moskovitz, produced by Brainstorm Media.",https://en.wikipedia.org/wiki/The_Floaters,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Descendants: Wicked Wonderland,2026,July,16,"Musical, Drama",6.0,83483,132,510700365,171246357,Kimmy Gatewood,"Tamara Chestna, Dan Frey, Ru Sommer","Kylie Cantrall,Malia Baker,Leonardo Nam,Liamani Segura,Melanie Paxson,Joel Oulette,Rita Ora,Brandy Norwood,Awkwafina",Disney Channel/Disney+,PG-13,English,United States,"'Descendants: Wicked Wonderland' (2026) is a feature film directed by Kimmy Gatewood, starring Kylie Cantrall,Malia Baker,Leonardo Nam,Liamani Segura,Melanie Paxson,Joel Oulette,Rita Ora,Brandy Norwood,Awkwafina, produced by Disney Channel/Disney+.",https://en.wikipedia.org/wiki/Descendants:_Wicked_Wonderland,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
They Fight,2026,July,,"Sci-Fi, Adventure",8.9,145234,131,27885678,21590452,,Andrew Renzi,"Sheldon Candis, André Holland,Wendell Pierce,Samira Wiley, Anthony B. Jenkins, Toissaint Francois Battiste,Mykelti Williamson",Hulu/Andscape/Mandalay Pictures,PG-13,English,United States,"'They Fight' (2026) is a feature film directed by acclaimed filmmakers, starring Sheldon Candis, André Holland,Wendell Pierce,Samira Wiley, Anthony B. Jenkins, Toissaint Francois Battiste,Mykelti Williamson, produced by Hulu/Andscape/Mandalay Pictures.",https://en.wikipedia.org/wiki/They_Fight,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Borderline,2026,July,,Drama,8.0,163144,146,28185648,21790432,Ryan Jordan,Jeffrey Ronald Cohen,"Oscar Gonzalez, Marcus Jean Pirae, Michael-Eoin Stanney, Marissa Arguijo",Vertical,PG-13,English,United States,"'Borderline' (2026) is a feature film directed by Ryan Jordan, starring Oscar Gonzalez, Marcus Jean Pirae, Michael-Eoin Stanney, Marissa Arguijo, produced by Vertical.",https://en.wikipedia.org/wiki/Borderline,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Hadestown: The Musical,2026,July,24,"Sci-Fi, Adventure",6.4,370104,136,31651968,24101312,Brett Sullivan,Anaïs Mitchell,"Reeve Carney,André De Shields,Amber Gray,Eva Noblezada,Patrick Page",Crosswalk/LD Entertainment,PG-13,English,United States,"'Hadestown: The Musical' (2026) is a feature film directed by Brett Sullivan, starring Reeve Carney,André De Shields,Amber Gray,Eva Noblezada,Patrick Page, produced by Crosswalk/LD Entertainment.",https://en.wikipedia.org/wiki/Hadestown:_The_Musical,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Motor City,2026,July,,"Sci-Fi, Adventure",8.6,151204,161,27985668,21657112,Potsy Ponciroli,Chad St. John,"Alan Ritchson,Ben Foster,Pablo Schreiber,Lionel Boyce,Shailene Woodley",Independent Film Company/Stampede Ventures,PG-13,English,United States,"'Motor City' (2026) is a feature film directed by Potsy Ponciroli, starring Alan Ritchson,Ben Foster,Pablo Schreiber,Lionel Boyce,Shailene Woodley, produced by Independent Film Company/Stampede Ventures.",https://en.wikipedia.org/wiki/Motor_City_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Dink,2026,July,,"Comedy, Drama",9.1,99663,127,27122421,21081614,Josh Greenbaum,Sean Clements,"Jake Johnson,Mary Steenburgen,Andy Roddick,Chloe Fineman,Patton Oswalt,Chris Parnell,Aaron Chen,Ben Stiller,Ed Harris",Apple TV/Apple Original Films/Red Hour Films,PG-13,English,United States,"'The Dink' (2026) is a feature film directed by Josh Greenbaum, starring Jake Johnson,Mary Steenburgen,Andy Roddick,Chloe Fineman,Patton Oswalt,Chris Parnell,Aaron Chen,Ben Stiller,Ed Harris, produced by Apple TV/Apple Original Films/Red Hour Films.",https://en.wikipedia.org/wiki/The_Dink,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
72 Hours,2026,July,,"Sci-Fi, Adventure",7.9,90708,157,26972436,20981624,Tim Story,"Jon Hurwitz,Hayden Schlossberg, Kevin Burrows, Matt Mider","Kevin Hart,Marcello Hernández,Mason Gooding,Kam Patterson,Ben Marshall,Teyana Taylor",Netflix/Sony Pictures/Davis Entertainment/Hartbeat Productions,PG-13,English,United States,"'72 Hours' (2026) is a feature film directed by Tim Story, starring Kevin Hart,Marcello Hernández,Mason Gooding,Kam Patterson,Ben Marshall,Teyana Taylor, produced by Netflix/Sony Pictures/Davis Entertainment/Hartbeat Productions.",https://en.wikipedia.org/wiki/72_Hours_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Her Private Hell,2026,July,,"Comedy, Drama",9.2,250903,137,29655501,22770334,,Esti Giordani,"Nicolas Winding Refn, Sophie Thatcher,Charles Melton,Havana Rose Liu,Kristine Froseth,Shioli Kutsuna,Aoi Yamada,Dougray Scott,Diego Calva,Hidetoshi Nishijima",Neon,PG-13,English,United States,"'Her Private Hell' (2026) is a feature film directed by acclaimed filmmakers, starring Nicolas Winding Refn, Sophie Thatcher,Charles Melton,Havana Rose Liu,Kristine Froseth,Shioli Kutsuna,Aoi Yamada,Dougray Scott,Diego Calva,Hidetoshi Nishijima, produced by Neon.",https://en.wikipedia.org/wiki/Her_Private_Hell_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Haunted Heist,2026,July,,"Horror, Mystery, Thriller",7.3,207720,145,43220400,12047520,Lil Rel Howery,Carl Reid,"Lil Rel Howery,Tiffany Haddish,Andrew Bachelor,Karlous Miller,Brett Gelman",Variance Films/Saban Films,R,English,United States,"'Haunted Heist' (2026) is a feature film directed by Lil Rel Howery, starring Lil Rel Howery,Tiffany Haddish,Andrew Bachelor,Karlous Miller,Brett Gelman, produced by Variance Films/Saban Films.",https://en.wikipedia.org/wiki/Haunted_Heist,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Avatar Aang: The Last Airbender,2026,July,25,"Action, Adventure, Drama, Sci-Fi",7.0,59205,160,509194275,170719195,Lauren Montgomery,"Tim Hedrick,Christopher Yost","Eric Nam,Dave Bautista,Steven Yeun,Jessica Matten,Román Zaragoza,Dionne Quan,Taika Waititi,Geraldine Viswanathan,Ronny Chieng,Ken Jeong,Dee Bradley Baker,Frieda Pinto,Ke Huy Quan",Paramount+/Paramount Pictures/Nickelodeon Movies/Avatar Studios,PG-13,English,United States,"'Avatar Aang: The Last Airbender' (2026) is a feature film directed by Lauren Montgomery, starring Eric Nam,Dave Bautista,Steven Yeun,Jessica Matten,Román Zaragoza,Dionne Quan,Taika Waititi,Geraldine Viswanathan,Ronny Chieng,Ken Jeong,Dee Bradley Baker,Frieda Pinto,Ke Huy Quan, produced by Paramount+/Paramount Pictures/Nickelodeon Movies/Avatar Studios.",https://en.wikipedia.org/wiki/Avatar_Aang:_The_Last_Airbender,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Gentleman Thief,2026,July,28,"Action, Thriller",6.3,310802,138,30658734,23439156,Ives,Chris Sivertson,"John Travolta,Lukas Haas,Rebecca De Mornay,Sam Asghari,Quavo,DJ Khaled",Vertical,PG-13,English,United States,"'The Gentleman Thief' (2026) is a feature film directed by Ives, starring John Travolta,Lukas Haas,Rebecca De Mornay,Sam Asghari,Quavo,DJ Khaled, produced by Vertical.",https://en.wikipedia.org/wiki/The_Gentleman_Thief_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Devil's Mouth,2026,July,29,"Horror, Mystery, Thriller",8.7,263042,123,44764690,12390572,Jeff Wadlow,"Aja Gabel, Myung Joh Wesner","Kathryn Newton,Lana Condor,Gavin Casalegno,Nico Hiraga",Amazon MGM Studios/Lionsgate/Thunder Road Films,R,English,United States,"'The Devil's Mouth' (2026) is a feature film directed by Jeff Wadlow, starring Kathryn Newton,Lana Condor,Gavin Casalegno,Nico Hiraga, produced by Amazon MGM Studios/Lionsgate/Thunder Road Films.",https://en.wikipedia.org/wiki/The_Devil's_Mouth,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Above & Below,2026,July,,"Sci-Fi, Adventure",8.4,177074,141,28418958,21945972,Jesse V. Johnson,Tony Giordano,"Laura Marano,Antonio Banderas,Christina Ochoa,Timothy V. Murphy,Louis Mandylor,Jess Liaudin",Aura Entertainment / AF Films / Match Point,PG-13,English,United States,"'Above & Below' (2026) is a feature film directed by Jesse V. Johnson, starring Laura Marano,Antonio Banderas,Christina Ochoa,Timothy V. Murphy,Louis Mandylor,Jess Liaudin, produced by Aura Entertainment / AF Films / Match Point.",https://en.wikipedia.org/wiki/Above_&_Below,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Spider-Man: Brand New Day,2026,July,31,"Action, Sci-Fi, Superhero",6.4,389805,160,501787275,168126595,Destin Daniel Cretton,"Chris McKenna,Erik Sommers","Tom Holland,Zendaya,Sadie Sink,Jacob Batalon,Jon Bernthal,Florence Pugh,Tramell Tillman,Marisa Tomei,Mark Ruffalo",Columbia Pictures/Marvel Studios/Pascal Pictures,PG-13,English,United States,"'Spider-Man: Brand New Day' (2026) is a feature film directed by Destin Daniel Cretton, starring Tom Holland,Zendaya,Sadie Sink,Jacob Batalon,Jon Bernthal,Florence Pugh,Tramell Tillman,Marisa Tomei,Mark Ruffalo, produced by Columbia Pictures/Marvel Studios/Pascal Pictures.",https://en.wikipedia.org/wiki/Spider-Man:_Brand_New_Day,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
